prod_id,prod_desc,prod_long_desc,theme_name,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
60134,blah,blahblah,City,30.0,4.7,Very Easy,4.6,4.0
60135,blah,blahblah,City,5.0,4.3,Very Easy,4.4,4.6
60136,blah,blahblah,City,8.0,4.1,Easy,4.6,4.3
60137,blah,blahblah,City,8.0,4.4,Easy,4.3,4.0
60138,blah,blahblah,City,14.0,4.2,Average,4.2,4.1
60139,blah,blahblah,City,10.0,3.9,Easy,4.0,3.3
60140,blah,blahblah,City,9.0,3.9,Easy,3.3,3.6
60141,blah,blahblah,City,10.0,4.2,Easy,4.7,4.0
60142,blah,blahblah,City,7.0,4.7,Easy,4.4,4.1
60143,blah,blahblah,City,2.0,4.5,nan,4.0,3.5
60145,blah,blahblah,City,7.0,4.9,Very Easy,4.9,4.9
60146,blah,blahblah,City,8.0,4.3,Easy,4.8,4.4
60148,blah,blahblah,City,12.0,4.7,Easy,4.8,4.6
60150,blah,blahblah,City,35.0,4.6,Easy,4.9,4.8
60153,blah,blahblah,City,10.0,4.3,Very Easy,4.1,3.6
60154,blah,blahblah,City,16.0,3.6,Easy,3.3,2.7
60155,blah,blahblah,City,8.0,3.4,Easy,3.8,3.5
60156,blah,blahblah,City,5.0,3.8,Easy,3.6,4.2
60157,blah,blahblah,City,12.0,4.5,Easy,4.9,4.6
60158,blah,blahblah,City,5.0,4.3,Average,4.4,3.8
60159,blah,blahblah,City,5.0,4.8,Easy,4.8,4.6
60160,blah,blahblah,City,3.0,4.7,Average,5.0,4.7
60161,blah,blahblah,City,6.0,4.5,Average,4.3,4.0
60162,blah,blahblah,City,1.0,5.0,Average,5.0,4.0
60163,blah,blahblah,City,4.0,4.8,Very Easy,5.0,4.5
60164,blah,blahblah,City,3.0,4.3,Easy,4.3,4.7
60165,blah,blahblah,City,2.0,4.5,Very Easy,5.0,5.0
60166,blah,blahblah,City,8.0,4.4,Challenging,4.4,4.0
60167,blah,blahblah,City,3.0,3.3,Average,3.7,3.3
60168,blah,blahblah,City,,,nan,,
60169,blah,blahblah,City,4.0,5.0,Average,5.0,4.3
60170,blah,blahblah,City,2.0,4.5,Very Easy,4.5,5.0
60171,blah,blahblah,City,2.0,,nan,5.0,
60172,blah,blahblah,City,,,nan,,
60173,blah,blahblah,City,2.0,4.5,Average,4.0,2.5
60174,blah,blahblah,City,8.0,4.4,Average,4.6,4.0
60175,blah,blahblah,City,,,nan,,
60176,blah,blahblah,City,1.0,5.0,Easy,5.0,4.0
60177,blah,blahblah,City,2.0,4.5,Easy,4.5,5.0
60178,blah,blahblah,City,1.0,4.0,Easy,5.0,4.0
60179,blah,blahblah,City,6.0,4.2,Easy,3.8,4.7
60180,blah,blahblah,City,4.0,5.0,Average,5.0,5.0
60181,blah,blahblah,City,7.0,4.3,Easy,4.4,4.2
60182,blah,blahblah,City,7.0,5.0,Easy,5.0,5.0
60183,blah,blahblah,City,7.0,4.4,Easy,4.7,4.7
60184,blah,blahblah,City,2.0,4.5,Very Easy,5.0,4.0
60185,blah,blahblah,City,1.0,5.0,Easy,5.0,5.0
60186,blah,blahblah,City,1.0,4.0,Average,5.0,4.0
60188,blah,blahblah,City,1.0,5.0,nan,5.0,5.0
70313,blah,blahblah,NEXO KNIGHTS™,3.0,4.7,Average,4.7,4.7
70317,blah,blahblah,NEXO KNIGHTS™,17.0,4.9,Challenging,4.9,4.9
70321,blah,blahblah,NEXO KNIGHTS™,2.0,4.5,Challenging,5.0,4.5
70322,blah,blahblah,NEXO KNIGHTS™,3.0,5.0,Average,5.0,5.0
70336,blah,blahblah,NEXO KNIGHTS™,,,nan,,
70337,blah,blahblah,NEXO KNIGHTS™,2.0,3.5,Easy,3.5,4.0
70338,blah,blahblah,NEXO KNIGHTS™,1.0,5.0,Very Easy,5.0,4.0
70339,blah,blahblah,NEXO KNIGHTS™,2.0,4.0,Very Easy,4.0,4.0
70347,blah,blahblah,NEXO KNIGHTS™,1.0,4.0,nan,4.0,4.0
70348,blah,blahblah,NEXO KNIGHTS™,1.0,5.0,Very Easy,5.0,5.0
70349,blah,blahblah,NEXO KNIGHTS™,2.0,4.5,Average,4.5,4.0
70350,blah,blahblah,NEXO KNIGHTS™,1.0,4.0,Average,4.0,3.0
70352,blah,blahblah,NEXO KNIGHTS™,3.0,5.0,Average,5.0,4.7
70354,blah,blahblah,NEXO KNIGHTS™,1.0,,nan,5.0,
70355,blah,blahblah,NEXO KNIGHTS™,1.0,5.0,Average,5.0,4.0
70357,blah,blahblah,NEXO KNIGHTS™,5.0,2.0,Challenging,2.6,1.8
70358,blah,blahblah,NEXO KNIGHTS™,1.0,5.0,Average,5.0,5.0
70359,blah,blahblah,NEXO KNIGHTS™,2.0,4.5,Easy,4.5,4.0
70361,blah,blahblah,NEXO KNIGHTS™,,,nan,,
70362,blah,blahblah,NEXO KNIGHTS™,,,nan,,
70363,blah,blahblah,NEXO KNIGHTS™,,,nan,,
70364,blah,blahblah,NEXO KNIGHTS™,1.0,5.0,Very Easy,4.0,2.0
70365,blah,blahblah,NEXO KNIGHTS™,2.0,3.5,nan,4.0,4.0
70366,blah,blahblah,NEXO KNIGHTS™,,,nan,,
70372,blah,blahblah,NEXO KNIGHTS™,8.0,3.1,Very Easy,3.4,3.3
70592,blah,blahblah,NINJAGO®,6.0,4.8,Average,4.8,4.8
70601,blah,blahblah,NINJAGO®,12.0,4.1,Easy,4.2,3.8
70603,blah,blahblah,NINJAGO®,8.0,3.9,Average,4.0,4.1
70605,blah,blahblah,NINJAGO®,8.0,4.6,Average,4.5,4.1
70606,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,11.0,4.5,Easy,4.7,4.8
70607,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,18.0,4.6,Easy,4.6,4.5
70608,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,10.0,3.5,Easy,4.0,3.6
70609,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,6.0,4.4,Easy,4.3,4.2
70610,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,7.0,4.2,Average,4.6,4.6
70611,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,21.0,4.6,Average,4.5,4.8
70612,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,29.0,4.6,Average,4.7,4.5
70613,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,8.0,4.3,Average,4.5,4.5
70614,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,8.0,4.7,Average,5.0,4.6
70615,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,19.0,3.6,Average,4.2,4.6
70616,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,6.0,4.8,Average,4.8,4.7
70617,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,15.0,4.5,Average,4.8,4.8
70618,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,52.0,4.7,Challenging,4.9,4.8
70620,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,88.0,4.8,Challenging,4.9,4.8
70621,blah,blahblah,NINJAGO®,7.0,4.3,Easy,4.7,4.8
70623,blah,blahblah,NINJAGO®,7.0,4.4,Average,4.6,4.1
70624,blah,blahblah,NINJAGO®,5.0,4.2,Average,4.6,4.0
70628,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,1.0,5.0,Very Easy,5.0,5.0
70629,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,8.0,4.1,Easy,3.6,4.1
70631,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,7.0,4.7,Average,4.3,5.0
70632,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,11.0,4.7,Average,4.5,4.4
70633,blah,blahblah,NINJAGO®,,,nan,,
70634,blah,blahblah,NINJAGO®,,,nan,,
70635,blah,blahblah,NINJAGO®,1.0,4.0,Very Easy,4.0,3.0
70636,blah,blahblah,NINJAGO®,,,nan,,
70637,blah,blahblah,NINJAGO®,2.0,5.0,Easy,5.0,3.5
70638,blah,blahblah,NINJAGO®,3.0,5.0,Average,5.0,5.0
70639,blah,blahblah,NINJAGO®,3.0,5.0,Average,4.7,4.3
70640,blah,blahblah,NINJAGO®,,,nan,,
70641,blah,blahblah,NINJAGO®,4.0,4.3,Challenging,4.8,4.3
70642,blah,blahblah,NINJAGO®,2.0,4.5,Average,4.0,4.5
70643,blah,blahblah,NINJAGO®,6.0,3.8,Average,4.2,4.2
70656,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,9.0,4.6,Average,4.9,4.8
70751,blah,blahblah,NINJAGO®,61.0,4.6,Challenging,4.8,4.3
70900,blah,blahblah,THE LEGO® BATMAN MOVIE,18.0,4.5,Easy,4.7,4.6
70901,blah,blahblah,THE LEGO® BATMAN MOVIE,19.0,4.1,Easy,4.6,4.4
70902,blah,blahblah,THE LEGO® BATMAN MOVIE,27.0,4.2,Easy,4.5,4.2
70903,blah,blahblah,THE LEGO® BATMAN MOVIE,18.0,4.2,Easy,4.2,4.4
70904,blah,blahblah,THE LEGO® BATMAN MOVIE,13.0,3.9,Average,4.4,4.1
70905,blah,blahblah,THE LEGO® BATMAN MOVIE,20.0,4.6,Average,4.8,4.3
70906,blah,blahblah,THE LEGO® BATMAN MOVIE,19.0,4.4,Average,4.7,4.2
70907,blah,blahblah,THE LEGO® BATMAN MOVIE,10.0,4.3,Easy,3.8,2.7
70908,blah,blahblah,THE LEGO® BATMAN MOVIE,15.0,4.8,Average,4.7,4.0
70909,blah,blahblah,THE LEGO® BATMAN MOVIE,23.0,4.7,Average,4.7,4.3
70910,blah,blahblah,THE LEGO® BATMAN MOVIE,8.0,4.1,Average,4.4,4.1
70911,blah,blahblah,THE LEGO® BATMAN MOVIE,24.0,4.5,Easy,4.8,4.4
70912,blah,blahblah,THE LEGO® BATMAN MOVIE,20.0,3.5,Average,3.8,3.3
70913,blah,blahblah,THE LEGO® BATMAN MOVIE,7.0,4.0,Easy,4.1,4.4
70914,blah,blahblah,THE LEGO® BATMAN MOVIE,6.0,3.7,Average,4.0,3.0
70915,blah,blahblah,THE LEGO® BATMAN MOVIE,6.0,4.7,Average,4.8,4.8
70916,blah,blahblah,THE LEGO® BATMAN MOVIE,4.0,4.0,Average,4.0,3.8
70917,blah,blahblah,THE LEGO® BATMAN MOVIE,18.0,4.6,Average,4.6,4.6
70918,blah,blahblah,THE LEGO® BATMAN MOVIE,2.0,4.0,nan,4.5,4.0
70919,blah,blahblah,THE LEGO® BATMAN MOVIE,5.0,3.6,Easy,3.2,3.4
70920,blah,blahblah,THE LEGO® BATMAN MOVIE,11.0,4.9,Average,4.7,4.6
70921,blah,blahblah,THE LEGO® BATMAN MOVIE,5.0,3.2,Average,3.2,2.6
70922,blah,blahblah,THE LEGO® BATMAN MOVIE,19.0,4.9,Challenging,5.0,4.9
70923,blah,blahblah,THE LEGO® BATMAN MOVIE,9.0,4.4,Average,4.8,3.5
71018,blah,blahblah,Minifigures,26.0,4.3,Very Easy,4.1,3.3
71019,blah,blahblah,Minifigures,22.0,4.3,Very Easy,4.3,4.1
71020,blah,blahblah,Minifigures,13.0,4.3,Very Easy,4.8,4.0
71021,blah,blahblah,Minifigures,14.0,4.5,Very Easy,4.6,4.3
71040,blah,blahblah,Disney™,171.0,4.5,Challenging,4.7,4.5
71042,blah,blahblah,Disney™,52.0,3.3,Average,4.5,4.3
71171,blah,blahblah,DIMENSIONS™,6.0,4.7,Average,4.3,4.0
71203,blah,blahblah,DIMENSIONS™,13.0,4.1,Average,4.1,3.9
71217,blah,blahblah,DIMENSIONS™,8.0,3.6,Easy,4.0,3.5
71218,blah,blahblah,DIMENSIONS™,3.0,4.0,Easy,4.3,3.7
71221,blah,blahblah,DIMENSIONS™,7.0,4.1,Easy,4.3,3.7
71228,blah,blahblah,DIMENSIONS™,7.0,4.4,Easy,4.7,4.3
71229,blah,blahblah,DIMENSIONS™,2.0,4.0,Easy,4.0,3.5
71232,blah,blahblah,DIMENSIONS™,4.0,4.0,Average,3.8,3.0
71234,blah,blahblah,DIMENSIONS™,2.0,4.5,Easy,4.5,4.0
71235,blah,blahblah,DIMENSIONS™,11.0,3.4,Average,3.2,3.7
71238,blah,blahblah,DIMENSIONS™,7.0,4.5,Easy,4.6,4.3
71240,blah,blahblah,DIMENSIONS™,2.0,3.5,Easy,4.0,3.5
71242,blah,blahblah,DIMENSIONS™,5.0,4.8,Average,4.2,3.6
71245,blah,blahblah,DIMENSIONS™,4.0,4.8,Very Easy,4.5,4.0
71246,blah,blahblah,DIMENSIONS™,3.0,5.0,Easy,4.7,4.0
71247,blah,blahblah,DIMENSIONS™,4.0,5.0,Easy,5.0,4.3
71248,blah,blahblah,DIMENSIONS™,6.0,4.2,Easy,4.5,3.4
71251,blah,blahblah,DIMENSIONS™,3.0,3.7,Easy,4.3,4.0
71255,blah,blahblah,DIMENSIONS™,2.0,3.5,Easy,4.0,3.5
71264,blah,blahblah,DIMENSIONS™,2.0,4.5,Easy,4.5,3.5
71266,blah,blahblah,DIMENSIONS™,2.0,5.0,Average,5.0,5.0
71267,blah,blahblah,DIMENSIONS™,2.0,5.0,Average,5.0,5.0
71286,blah,blahblah,DIMENSIONS™,3.0,4.0,Easy,4.0,3.7
71287,blah,blahblah,DIMENSIONS™,,,nan,,
71343,blah,blahblah,DIMENSIONS™,1.0,4.0,Easy,5.0,5.0
71344,blah,blahblah,DIMENSIONS™,1.0,5.0,Average,5.0,5.0
71346,blah,blahblah,DIMENSIONS™,,,nan,,
71348,blah,blahblah,DIMENSIONS™,1.0,5.0,Very Easy,5.0,5.0
71349,blah,blahblah,DIMENSIONS™,1.0,5.0,Easy,5.0,5.0
72001,blah,blahblah,NEXO KNIGHTS™,,,nan,,
72002,blah,blahblah,NEXO KNIGHTS™,1.0,4.0,Easy,5.0,3.0
72003,blah,blahblah,NEXO KNIGHTS™,,,nan,,
72004,blah,blahblah,NEXO KNIGHTS™,3.0,5.0,Average,5.0,5.0
72005,blah,blahblah,NEXO KNIGHTS™,,,nan,,
72006,blah,blahblah,NEXO KNIGHTS™,3.0,4.3,Challenging,4.0,4.0
75060,blah,blahblah,Star Wars™,201.0,3.9,Challenging,4.8,4.5
75095,blah,blahblah,Star Wars™,94.0,4.0,Average,4.7,4.3
75099,blah,blahblah,Star Wars™,70.0,4.3,Easy,4.4,4.0
75102,blah,blahblah,Star Wars™,71.0,4.7,Average,4.7,4.1
75104,blah,blahblah,Star Wars™,67.0,4.0,Average,4.1,3.8
75107,blah,blahblah,Star Wars™,10.0,4.2,Easy,3.7,4.4
75109,blah,blahblah,Star Wars™,5.0,4.2,Easy,4.4,3.2
75111,blah,blahblah,Star Wars™,25.0,4.5,Average,4.7,4.3
75114,blah,blahblah,Star Wars™,10.0,4.4,Very Easy,4.7,4.3
75116,blah,blahblah,Star Wars™,1.0,5.0,Easy,5.0,5.0
75117,blah,blahblah,Star Wars™,12.0,4.4,Easy,4.5,4.4
75118,blah,blahblah,Star Wars™,10.0,4.5,Easy,4.1,3.5
75119,blah,blahblah,Star Wars™,3.0,4.0,Average,3.7,3.0
75120,blah,blahblah,Star Wars™,12.0,3.6,Easy,4.1,3.9
75121,blah,blahblah,Star Wars™,4.0,5.0,Easy,4.8,4.8
75125,blah,blahblah,Star Wars™,9.0,4.1,Easy,4.3,4.2
75126,blah,blahblah,Star Wars™,11.0,4.5,Easy,4.5,4.5
75128,blah,blahblah,Star Wars™,11.0,4.5,Easy,4.6,4.7
75131,blah,blahblah,Star Wars™,16.0,4.3,Very Easy,4.5,4.3
75132,blah,blahblah,Star Wars™,38.0,4.1,Very Easy,3.9,3.8
75139,blah,blahblah,Star Wars™,47.0,4.3,Easy,4.1,3.2
75144,blah,blahblah,Star Wars™,86.0,3.3,Challenging,4.3,4.1
75147,blah,blahblah,Star Wars™,12.0,3.8,Easy,3.6,3.5
75148,blah,blahblah,Star Wars™,24.0,3.7,Average,3.6,2.7
75154,blah,blahblah,Star Wars™,39.0,4.5,Average,4.6,3.6
75155,blah,blahblah,Star Wars™,56.0,4.6,Average,4.6,3.9
75156,blah,blahblah,Star Wars™,39.0,4.2,Average,4.4,4.4
75159,blah,blahblah,Star Wars™,84.0,4.5,Challenging,3.9,3.5
75160,blah,blahblah,Star Wars™,6.0,4.8,Easy,4.8,4.8
75161,blah,blahblah,Star Wars™,4.0,4.3,Easy,4.5,4.5
75162,blah,blahblah,Star Wars™,7.0,4.5,Very Easy,4.7,4.6
75163,blah,blahblah,Star Wars™,4.0,4.0,Very Easy,4.3,4.0
75164,blah,blahblah,Star Wars™,10.0,4.2,Very Easy,4.7,4.1
75165,blah,blahblah,Star Wars™,36.0,4.2,Easy,4.0,3.7
75166,blah,blahblah,Star Wars™,25.0,4.3,Very Easy,4.6,4.3
75167,blah,blahblah,Star Wars™,40.0,4.5,Very Easy,4.7,4.8
75168,blah,blahblah,Star Wars™,37.0,4.3,Easy,4.5,4.3
75169,blah,blahblah,Star Wars™,32.0,4.4,Easy,4.4,4.4
75170,blah,blahblah,Star Wars™,25.0,3.7,Easy,3.8,3.1
75171,blah,blahblah,Star Wars™,19.0,4.3,Easy,3.8,2.7
75172,blah,blahblah,Star Wars™,51.0,4.8,Average,4.7,4.4
75173,blah,blahblah,Star Wars™,27.0,4.3,Easy,4.5,4.3
75174,blah,blahblah,Star Wars™,27.0,4.6,Easy,4.6,4.1
75175,blah,blahblah,Star Wars™,24.0,4.7,Easy,4.6,3.7
75176,blah,blahblah,Star Wars™,14.0,4.6,Easy,4.7,3.7
75177,blah,blahblah,Star Wars™,9.0,3.9,Challenging,4.0,3.8
75178,blah,blahblah,Star Wars™,12.0,4.4,Easy,4.3,3.6
75179,blah,blahblah,Star Wars™,22.0,4.5,Average,4.6,3.9
75180,blah,blahblah,Star Wars™,3.0,5.0,Average,4.7,3.7
75181,blah,blahblah,Star Wars™,1.0,5.0,Very Challenging,5.0,5.0
75182,blah,blahblah,Star Wars™,27.0,4.6,Easy,4.6,4.4
75183,blah,blahblah,Star Wars™,38.0,4.5,Easy,4.7,4.7
75184,blah,blahblah,Star Wars™,26.0,3.5,Easy,3.2,2.7
75185,blah,blahblah,Star Wars™,6.0,4.2,Challenging,4.3,4.4
75186,blah,blahblah,Star Wars™,5.0,4.8,Challenging,4.8,4.4
75187,blah,blahblah,Star Wars™,79.0,4.6,Average,4.8,4.6
75188,blah,blahblah,Star Wars™,23.0,4.7,Average,4.6,4.0
75189,blah,blahblah,Star Wars™,33.0,4.1,Challenging,4.4,3.9
75190,blah,blahblah,Star Wars™,31.0,4.6,Average,4.8,4.4
75191,blah,blahblah,Star Wars™,15.0,4.7,Average,4.7,4.3
75192,blah,blahblah,Star Wars™,197.0,4.0,Challenging,4.8,4.4
75193,blah,blahblah,Star Wars™,9.0,4.7,Easy,4.7,4.7
75194,blah,blahblah,Star Wars™,3.0,4.7,Easy,4.3,4.0
75195,blah,blahblah,Star Wars™,4.0,4.5,Easy,4.5,4.5
75196,blah,blahblah,Star Wars™,3.0,4.0,Easy,4.3,4.0
75197,blah,blahblah,Star Wars™,15.0,3.8,Very Easy,4.1,3.9
75198,blah,blahblah,Star Wars™,14.0,4.2,Easy,4.1,4.1
75199,blah,blahblah,Star Wars™,19.0,3.4,Easy,2.6,1.9
75200,blah,blahblah,Star Wars™,25.0,4.1,Easy,4.5,4.1
75201,blah,blahblah,Star Wars™,37.0,2.2,Easy,1.8,1.8
75202,blah,blahblah,Star Wars™,4.0,4.5,Easy,4.3,4.0
75204,blah,blahblah,Star Wars™,13.0,4.9,Easy,4.5,4.2
75205,blah,blahblah,Star Wars™,14.0,4.0,Easy,3.5,3.3
75206,blah,blahblah,Star Wars™,3.0,4.0,Very Easy,4.0,4.3
75207,blah,blahblah,Star Wars™,4.0,4.3,Very Easy,5.0,4.0
75208,blah,blahblah,Star Wars™,5.0,4.4,Easy,4.4,4.2
75209,blah,blahblah,Star Wars™,4.0,4.5,Easy,4.8,4.3
75210,blah,blahblah,Star Wars™,2.0,4.0,Easy,4.5,3.5
75211,blah,blahblah,Star Wars™,7.0,5.0,Average,4.7,3.7
75212,blah,blahblah,Star Wars™,4.0,4.0,Average,4.0,3.8
75523,blah,blahblah,Star Wars™,1.0,4.0,Easy,5.0,4.0
75524,blah,blahblah,Star Wars™,1.0,4.0,Easy,4.0,3.0
75525,blah,blahblah,Star Wars™,1.0,5.0,Very Easy,5.0,5.0
75526,blah,blahblah,Star Wars™,1.0,4.0,Easy,4.0,4.0
75528,blah,blahblah,Star Wars™,3.0,4.7,Easy,4.7,4.7
75529,blah,blahblah,Star Wars™,7.0,4.1,Easy,4.7,3.9
75530,blah,blahblah,Star Wars™,5.0,4.3,Average,3.6,3.4
75531,blah,blahblah,Star Wars™,3.0,3.3,Very Easy,4.0,4.0
75532,blah,blahblah,Star Wars™,11.0,4.2,Challenging,4.5,4.4
75533,blah,blahblah,Star Wars™,4.0,4.8,Average,4.8,4.0
75534,blah,blahblah,Star Wars™,6.0,4.6,Average,5.0,4.0
75535,blah,blahblah,Star Wars™,,,nan,,
75536,blah,blahblah,Star Wars™,2.0,4.0,Easy,5.0,4.5
75537,blah,blahblah,Star Wars™,,,nan,,
75821,blah,blahblah,Angry Birds™,11.0,4.3,Easy,4.3,4.1
75822,blah,blahblah,Angry Birds™,2.0,4.0,Easy,5.0,4.0
75823,blah,blahblah,Angry Birds™,2.0,4.0,Average,4.5,4.0
75827,blah,blahblah,Ghostbusters™,130.0,4.7,Challenging,4.8,4.7
75828,blah,blahblah,Ghostbusters™,24.0,4.6,Average,4.8,4.3
75871,blah,blahblah,Speed Champions,28.0,4.5,Easy,4.4,4.4
75872,blah,blahblah,Speed Champions,9.0,4.9,Average,4.7,4.9
75877,blah,blahblah,Speed Champions,12.0,4.5,Easy,4.6,4.4
75878,blah,blahblah,Speed Champions,19.0,4.7,Easy,4.9,4.8
75879,blah,blahblah,Speed Champions,11.0,4.8,Easy,4.7,4.7
75880,blah,blahblah,Speed Champions,10.0,4.7,Easy,4.9,4.7
75881,blah,blahblah,Speed Champions,12.0,4.5,Easy,4.8,4.4
75883,blah,blahblah,Speed Champions,8.0,4.6,Average,4.6,4.3
75884,blah,blahblah,Speed Champions,9.0,4.8,Easy,4.9,4.8
75885,blah,blahblah,Speed Champions,13.0,4.5,Average,4.5,4.5
75886,blah,blahblah,Speed Champions,3.0,5.0,Easy,5.0,5.0
75887,blah,blahblah,Speed Champions,3.0,5.0,Easy,5.0,5.0
75888,blah,blahblah,Speed Champions,4.0,5.0,Average,4.8,4.8
75889,blah,blahblah,Speed Champions,2.0,5.0,Average,5.0,4.5
75926,blah,blahblah,Pteranodon Chase,1.0,3.0,Easy,4.0,2.0
75927,blah,blahblah,Stygimoloch Breakout,2.0,4.5,Average,5.0,4.5
75928,blah,blahblah,Blue's Helicopter Pursuit,,,nan,,
75929,blah,blahblah,Carnotaurus Gyrosphere Escape,1.0,,nan,5.0,
75930,blah,blahblah,Indoraptor Rampage at Lockwood Estate,2.0,5.0,Easy,5.0,4.0
75931,blah,blahblah,Dilophosaurus Outpost Attack,1.0,3.0,Easy,4.0,3.0
75932,blah,blahblah,Jurassic Park Velociraptor Chase,4.0,4.8,Average,5.0,4.3
75933,blah,blahblah,T. rex Transport,,,nan,,
76025,blah,blahblah,DC Comics™ Super Heroes,32.0,4.6,Easy,4.8,4.7
76029,blah,blahblah,Marvel Super Heroes,25.0,4.2,Very Easy,4.5,4.4
76044,blah,blahblah,DC Comics™ Super Heroes,30.0,4.3,Easy,4.3,4.4
76045,blah,blahblah,DC Comics™ Super Heroes,18.0,4.5,Average,4.6,4.3
76052,blah,blahblah,DC Comics™ Super Heroes,47.0,4.5,Average,4.6,4.2
76054,blah,blahblah,DC Comics™ Super Heroes,9.0,4.7,Easy,4.6,4.4
76055,blah,blahblah,DC Comics™ Super Heroes,11.0,4.2,Average,4.3,3.9
76056,blah,blahblah,DC Comics™ Super Heroes,8.0,4.5,Average,4.4,3.9
76060,blah,blahblah,Marvel Super Heroes,15.0,3.8,Average,4.5,4.5
76067,blah,blahblah,Marvel Super Heroes,14.0,4.7,Easy,4.8,4.6
76068,blah,blahblah,DC Comics™ Super Heroes,3.0,4.7,Easy,4.7,5.0
76069,blah,blahblah,DC Comics™ Super Heroes,1.0,5.0,Easy,5.0,5.0
76070,blah,blahblah,DC Comics™ Super Heroes,2.0,5.0,Easy,5.0,5.0
76071,blah,blahblah,Marvel Super Heroes,1.0,5.0,Very Easy,4.0,5.0
76072,blah,blahblah,Marvel Super Heroes,10.0,4.4,Very Easy,4.4,4.6
76073,blah,blahblah,Marvel Super Heroes,4.0,4.3,Easy,4.0,4.5
76075,blah,blahblah,DC Comics™ Super Heroes,7.0,5.0,Easy,4.7,4.8
76076,blah,blahblah,Marvel Super Heroes,10.0,3.9,Easy,3.7,3.9
76077,blah,blahblah,Marvel Super Heroes,10.0,4.8,Easy,4.6,4.3
76078,blah,blahblah,Marvel Super Heroes,7.0,4.1,Easy,3.7,2.3
76079,blah,blahblah,Marvel Super Heroes,9.0,4.3,Easy,4.4,4.8
76080,blah,blahblah,Marvel Super Heroes,12.0,4.3,Average,4.8,4.3
76082,blah,blahblah,Marvel Super Heroes,9.0,3.9,Easy,3.9,4.2
76083,blah,blahblah,Marvel Super Heroes,23.0,4.4,Average,4.6,3.9
76084,blah,blahblah,Marvel Super Heroes,6.0,4.8,Easy,4.3,4.5
76085,blah,blahblah,DC Comics™ Super Heroes,9.0,3.9,Easy,4.2,3.9
76086,blah,blahblah,DC Comics™ Super Heroes,6.0,5.0,Average,5.0,4.8
76087,blah,blahblah,DC Comics™ Super Heroes,13.0,4.1,Average,3.7,3.0
76088,blah,blahblah,Marvel Super Heroes,6.0,4.7,Average,4.3,4.0
76089,blah,blahblah,Marvel Super Heroes,,,nan,,
76090,blah,blahblah,Marvel Super Heroes,,,nan,,
76091,blah,blahblah,Marvel Super Heroes,2.0,3.5,Easy,3.5,3.0
76096,blah,blahblah,DC Comics™ Super Heroes,1.0,5.0,Average,5.0,5.0
76097,blah,blahblah,DC Comics™ Super Heroes,5.0,5.0,Average,4.8,4.8
76098,blah,blahblah,DC Comics™ Super Heroes,6.0,4.5,Easy,4.8,4.5
76099,blah,blahblah,Marvel Super Heroes,6.0,4.4,Easy,4.7,5.0
76100,blah,blahblah,Marvel Super Heroes,7.0,4.7,Average,4.7,4.8
76101,blah,blahblah,Marvel Super Heroes,13.0,4.2,Easy,4.8,4.8
76102,blah,blahblah,Marvel Super Heroes,10.0,4.4,Easy,4.4,4.9
76103,blah,blahblah,Marvel Super Heroes,3.0,3.7,Average,4.0,3.7
76104,blah,blahblah,Marvel Super Heroes,13.0,4.7,Easy,4.8,4.7
76105,blah,blahblah,Marvel Super Heroes,52.0,3.2,Average,3.8,4.0
76107,blah,blahblah,Marvel Super Heroes,17.0,4.9,Average,4.7,4.2
76108,blah,blahblah,Marvel Super Heroes,7.0,4.8,Average,5.0,4.8
853516,blah,blahblah,NEXO KNIGHTS™,,,nan,,
853638,blah,blahblah,THE LEGO® BATMAN MOVIE,19.0,2.1,Very Easy,2.9,2.8
2000409,blah,blahblah,SERIOUS PLAY®,2.0,5.0,Easy,5.0,5.0
2000414,blah,blahblah,SERIOUS PLAY®,10.0,3.9,Easy,3.9,3.3
2000430,blah,blahblah,SERIOUS PLAY®,7.0,4.7,Easy,4.6,3.6
2000431,blah,blahblah,SERIOUS PLAY®,8.0,3.7,Average,3.4,2.9
